Transaction ID,Investor ID,Investor Name,Investor Type,City,State,Risk Profile,Scheme Code,Scheme Name,AMC Code,Transaction Type,Transaction Date,Amount (INR),Units,NAV at Transaction
TXN0000887,INVGDPPQ,Investor_0036,HUF,Bengaluru,Karnataka,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,23-Apr-2024,26394.04,137.6737,191.7144
TXN0000888,INVBI4Q2,Investor_0088,Individual,Kolkata,West Bengal,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,29-Mar-2023,4654.55,11.0602,420.8366
TXN0000889,INVPVS7H,Investor_0049,Corporate,Bengaluru,Karnataka,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,06-Jun-2022,983.47,6.2379,157.6614
TXN0000890,INVHT0HL,Investor_0030,Corporate,Mumbai,Maharashtra,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,13-Jan-2024,96964.2,334.9705,289.4709
TXN0000891,INVGDPPQ,Investor_0036,HUF,Bengaluru,Karnataka,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,16-Sep-2023,23361.04,264.1582,88.4358
TXN0000892,INVT3W5U,Investor_0008,Corporate,Hyderabad,Telangana,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,19-Oct-2022,2142.73,12.6039,170.0052
TXN0000893,INVJJA26,Investor_0177,Corporate,Jaipur,Rajasthan,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,10-Jun-2022,1883.94,11.6986,161.0395
TXN0000894,INV38DAL,Investor_0109,Corporate,Pune,Maharashtra,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,02-Jun-2024,527.47,2.4922,211.6488
TXN0000895,INVNHJ7X,Investor_0011,Corporate,Delhi,Delhi,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,17-Nov-2024,529.31,2.95,179.4263
TXN0000896,INVXTOGN,Investor_0152,Individual,Lucknow,Uttar Pradesh,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,30-Mar-2022,1081.71,6.1727,175.2423
TXN0000897,INVUJV6O,Investor_0017,HUF,Hyderabad,Telangana,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,SIP,25-Feb-2023,1056.47,5.5042,191.9382
TXN0000898,INVL8OS9,Investor_0151,Individual,Chennai,Tamil Nadu,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,26-Oct-2022,22646.3,142.8024,158.5849
TXN0000899,INV2ATQY,Investor_0192,Corporate,Bengaluru,Karnataka,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,22-Oct-2024,24261.02,92.2887,262.8818
TXN0000900,INVBNP84,Investor_0200,Individual,Lucknow,Uttar Pradesh,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,29-Jan-2022,919.82,3.6832,249.7309
TXN0000901,INVV08HH,Investor_0136,Corporate,Lucknow,Uttar Pradesh,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,09-Jan-2022,9343.55,52.4176,178.2522
TXN0000902,INVLPU0D,Investor_0186,Individual,Pune,Maharashtra,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,15-Jan-2023,97329.26,406.09,239.6741
TXN0000903,INVPNSM4,Investor_0113,HUF,Pune,Maharashtra,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,18-May-2024,27406.51,169.3853,161.7998
TXN0000904,INV3KX7E,Investor_0055,Individual,Ahmedabad,Gujarat,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,06-Oct-2023,46128.45,290.146,158.9836
TXN0000905,INVIMVIH,Investor_0032,Individual,Bengaluru,Karnataka,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,10-Jan-2024,1998.33,18.2139,109.7148
TXN0000906,INV9K9XJ,Investor_0181,Corporate,Ahmedabad,Gujarat,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,08-Oct-2024,458.22,1.456,314.7175
TXN0000907,INVHT0HL,Investor_0030,Corporate,Mumbai,Maharashtra,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,01-Oct-2023,102007.79,399.1371,255.5708
TXN0000908,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,26-May-2024,47905.89,481.0872,99.5784
TXN0000909,INVPVS7H,Investor_0049,Corporate,Bengaluru,Karnataka,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,03-Oct-2024,23396.49,111.6505,209.5512
TXN0000910,INV5PY6B,Investor_0173,Individual,Delhi,Delhi,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,24-Jun-2022,100453.25,565.7008,177.5731
TXN0000911,INV9XPSE,Investor_0031,HUF,Chennai,Tamil Nadu,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,28-Jul-2022,51950.37,137.1468,378.7938
TXN0000912,INVE8F84,Investor_0190,Corporate,Mumbai,Maharashtra,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,25-Nov-2023,27376.04,96.1869,284.6129
TXN0000913,INV9CHJ7,Investor_0052,HUF,Delhi,Delhi,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-In,19-May-2024,946.57,3.1895,296.7769
TXN0000914,INVLPU0D,Investor_0186,Individual,Pune,Maharashtra,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Redemption,30-Mar-2024,10512.61,114.9889,91.4228
TXN0000915,INVW1SWJ,Investor_0092,Individual,Ahmedabad,Gujarat,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,13-Nov-2024,54875.23,397.7697,137.9573
TXN0000916,INVG8JDP,Investor_0072,HUF,Kolkata,West Bengal,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,INVALID,924.44,3.0972,298.4731
TXN0000917,INVIGATJ,Investor_0128,Corporate,Jaipur,Rajasthan,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,19-Apr-2022,459.96,1.8052,254.7921
TXN0000918,INVH9SDB,Investor_0018,HUF,Bengaluru,Karnataka,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,01-Nov-2023,1953.05,19.629,99.498
TXN0000919,INV5TB94,Investor_0040,Corporate,Mumbai,Maharashtra,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,30-Nov-2024,1052.03,4.8377,217.4627
TXN0000920,INVD5EQY,Investor_0197,Individual,Ahmedabad,Gujarat,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,16-Oct-2024,4793.56,54.2019,88.4389
TXN0000921,INV1GHR0,Investor_0126,Individual,Lucknow,Uttar Pradesh,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,06-Feb-2022,26547.41,125.9682,210.747
TXN0000922,INVOF8KR,Investor_0196,Corporate,Chennai,Tamil Nadu,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,07-Oct-2023,976.73,6.7493,144.7168
TXN0000923,INVNAM14,Investor_0097,Corporate,Delhi,Delhi,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,13-Sep-2023,453.29,4.7366,95.6999
TXN0000924,INV9K9XJ,Investor_0181,Corporate,Ahmedabad,Gujarat,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,07-Mar-2024,46344.88,169.1184,274.0381
TXN0000925,INVJEGET,Investor_0125,Individual,Mumbai,Maharashtra,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,20-Aug-2024,103201.57,403.1303,256.0005
TXN0000926,INVXR2DH,Investor_0122,Individual,Pune,Maharashtra,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,10-Oct-2024,489.14,3.3337,146.7264
TXN0000927,INVXTOGN,Investor_0152,Individual,Lucknow,Uttar Pradesh,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,06-Aug-2023,26332.35,115.714,227.564
TXN0000928,INV31YIH,Investor_0083,Individual,Chennai,Tamil Nadu,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,21-Jan-2024,462.82,2.2247,208.037
TXN0000929,INVWZS3T,Investor_0090,HUF,Jaipur,Rajasthan,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,26-May-2024,24402.87,79.1001,308.5062
TXN0000930,INVY9V86,Investor_0089,Corporate,Lucknow,Uttar Pradesh,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,16-May-2023,22782.25,373.3057,61.0284
TXN0000931,INV5OWF7,Investor_0064,Individual,Mumbai,Maharashtra,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,15-May-2022,1082.08,4.2767,253.015
TXN0000932,INV6WKTA,Investor_0079,HUF,Lucknow,Uttar Pradesh,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Redemption,30-Oct-2023,1807.88,10.6699,169.4373
TXN0000933,INVIDKWN,Investor_0010,Individual,Ahmedabad,Gujarat,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,19-Aug-2024,47666.19,-1.0,79.2851
TXN0000934,INVL8OS9,Investor_0151,Individual,Chennai,Tamil Nadu,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,23-Oct-2023,50703.54,259.0602,195.7211
TXN0000935,INVQX6GV,Investor_0147,HUF,Pune,Maharashtra,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,26-Feb-2023,1038.17,4.4573,232.913
TXN0000936,INVDPG8S,Investor_0087,Corporate,Pune,Maharashtra,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,06-Sep-2023,23333.14,251.2606,92.8643
TXN0000937,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,04-Jun-2022,102708.88,508.9224,201.8164
TXN0000938,INVQVKIZ,Investor_0138,HUF,Pune,Maharashtra,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,03-Apr-2024,9095.06,53.4842,170.0513
TXN0000939,INV64DPJ,Investor_0058,Corporate,Lucknow,Uttar Pradesh,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,14-Jul-2023,1018.37,3.5249,288.9064
TXN0000940,INVH9SDB,Investor_0018,HUF,Bengaluru,Karnataka,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,13-Dec-2023,98542.12,309.7404,318.1442
TXN0000941,INVN9T84,Investor_0020,Corporate,Hyderabad,Telangana,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,04-Oct-2023,9865.82,44.9489,219.4899
TXN0000942,INV9CHJ7,Investor_0052,HUF,Delhi,Delhi,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,17-Jul-2024,10249.93,31.9318,320.9948
TXN0000943,INV90PDW,Investor_0172,Individual,Kolkata,West Bengal,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,23-Nov-2024,512.78,3.5377,144.9487
TXN0000944,INVE6IVW,Investor_0048,HUF,Mumbai,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-In,15-Aug-2024,5160.81,18.7597,275.101
TXN0000945,INV2IAGL,Investor_0069,Individual,Mumbai,Maharashtra,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,03-May-2022,54346.36,419.0537,129.6883
TXN0000946,INVV2ISQ,Investor_0134,Individual,Mumbai,Maharashtra,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,05-Nov-2022,92954.87,426.793,217.7985
TXN0000947,INV2ATQY,Investor_0192,Corporate,Bengaluru,Karnataka,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-In,12-May-2022,48186.53,217.9548,221.085
TXN0000948,INVQLGZU,Investor_0163,HUF,Bengaluru,Karnataka,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,25-Nov-2022,10647.42,40.8388,260.718
TXN0000949,INV0L725,Investor_0066,HUF,Chennai,Tamil Nadu,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,04-Nov-2022,47384.83,219.1176,216.253
TXN0000950,INVZIOYK,Investor_0050,Individual,Kolkata,West Bengal,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Lumpsum,12-Jun-2024,9928.32,64.6131,153.6581
TXN0000951,INV38DAL,Investor_0109,Corporate,Pune,Maharashtra,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Lumpsum,01-Mar-2022,1909.08,9.6542,197.7467
TXN0000952,INV3J2D5,Investor_0067,Corporate,Ahmedabad,Gujarat,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,28-Mar-2022,2057.72,8.3121,247.5586
TXN0000953,INVX4W6X,Investor_0185,Individual,Chennai,Tamil Nadu,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,21-Jun-2022,535.96,6.0065,89.2302
TXN0000954,INVPHR62,Investor_0081,HUF,Delhi,Delhi,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Redemption,13-Apr-2024,1080.11,4.233,255.1671
TXN0000955,INVEIYZC,Investor_0094,HUF,Lucknow,Uttar Pradesh,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,21-Oct-2024,1894.42,7.8529,241.2387
TXN0000956,INV9XPSE,Investor_0031,HUF,Chennai,Tamil Nadu,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,04-Jul-2022,9992.9,59.9629,166.6515
TXN0000957,INV6T4UF,Investor_0061,Corporate,Jaipur,Rajasthan,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,09-Mar-2024,24146.43,125.3874,192.5746
TXN0000958,INV2ATQY,Investor_0192,Corporate,Bengaluru,Karnataka,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,25-Dec-2022,4644.28,24.1494,192.3142
TXN0000959,INV3KX7E,Investor_0055,Individual,Ahmedabad,Gujarat,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-In,25-Apr-2022,47543.06,144.7804,328.3804
TXN0000960,INV1GHR0,Investor_0126,Individual,Lucknow,Uttar Pradesh,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,17-May-2024,963.3,7.4987,128.4625
TXN0000961,INVXR2DH,Investor_0122,Individual,Pune,Maharashtra,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,24-Jan-2024,1945.2,9.9494,195.5101
TXN0000962,INV6WKTA,Investor_0079,HUF,Lucknow,Uttar Pradesh,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,22-Apr-2022,534.15,2.9918,178.5406
TXN0000963,INVJJA26,Investor_0177,Corporate,Jaipur,Rajasthan,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,14-Jan-2024,48092.69,312.4332,153.9295
TXN0000964,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,06-Mar-2024,5357.65,29.5985,181.011
TXN0000965,INVHSAHX,Investor_0003,Corporate,Jaipur,Rajasthan,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,28-Apr-2023,9180.5,26.921,341.016
TXN0000966,INVZKLOO,Investor_0077,Corporate,Delhi,Delhi,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,12-Apr-2024,102627.05,693.9188,147.8949
TXN0000967,INVZBIKC,Investor_0009,HUF,Delhi,Delhi,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,SIP,25-Apr-2024,99421.83,335.1617,296.6384
TXN0000968,INVIXA11,Investor_0086,Individual,Jaipur,Rajasthan,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,SIP,02-Nov-2024,2079.39,6.4025,324.7785
TXN0000969,INVUJV6O,Investor_0017,HUF,Hyderabad,Telangana,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,26-Feb-2022,24766.31,397.7712,62.2627
TXN0000970,INVOF8KR,Investor_0196,Corporate,Chennai,Tamil Nadu,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Lumpsum,06-Oct-2022,105820.39,781.8757,135.3417
TXN0000971,INVXAJI0,Investor_0001,HUF,Delhi,Delhi,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,18-Jun-2022,9627.44,28.585,336.8001
TXN0000972,INVRTJ5P,Investor_0029,Corporate,Lucknow,Uttar Pradesh,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Lumpsum,20-Apr-2024,2138.78,5.4839,390.0078
TXN0000973,INVGDSWM,Investor_0082,HUF,Bengaluru,Karnataka,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,02-Nov-2023,1904.27,23.4652,81.1531
TXN0000974,INV0LVSN,Investor_0073,Individual,Delhi,Delhi,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,16-Mar-2024,48676.0,285.0265,170.7771
TXN0000975,INVNAM14,Investor_0097,Corporate,Delhi,Delhi,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,14-Apr-2023,544.81,2.0458,266.3089
TXN0000976,INV5JSG6,Investor_0023,HUF,Hyderabad,Telangana,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,12-Dec-2022,10402.52,103.0737,100.9231
TXN0000977,INV9XUY4,Investor_0013,HUF,Lucknow,Uttar Pradesh,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,02-Nov-2022,51003.93,189.1938,269.5856
TXN0000978,INV5JSG6,Investor_0023,HUF,Hyderabad,Telangana,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,12-Dec-2024,902.82,9.8305,91.8385
TXN0000979,INVVE92M,Investor_0112,HUF,Chennai,Tamil Nadu,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,21-Feb-2023,944.9,9.3577,100.976
TXN0000980,INVPVS7H,Investor_0049,Corporate,Bengaluru,Karnataka,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Redemption,02-Jun-2024,97641.47,308.0336,316.9832
TXN0000981,INV55NF4,Investor_0053,Individual,Delhi,Delhi,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,23-Jan-2023,10453.42,38.3957,272.2548
TXN0000982,INV1GV0E,Investor_0108,Corporate,Delhi,Delhi,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,21-Jun-2023,1811.51,7.0045,258.6221
TXN0000983,INV6T4UF,Investor_0061,Corporate,Jaipur,Rajasthan,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-In,27-Jul-2024,4869.64,17.0925,284.8987
TXN0000984,INVXEPQ8,Investor_0022,Corporate,Jaipur,Rajasthan,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,25-Mar-2024,2148.58,12.959,165.7977
TXN0000985,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,09-Jun-2023,52361.04,303.7132,172.4029
TXN0000986,INVDW2PC,Investor_0019,Individual,Lucknow,Uttar Pradesh,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,26-Apr-2023,455.21,2.6121,174.2705
TXN0000987,INVDZR1Y,Investor_0121,HUF,Delhi,Delhi,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,30-Oct-2024,450.54,6.0433,74.5525
TXN0000988,INV7S55J,Investor_0159,HUF,Mumbai,Maharashtra,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,28-Sep-2022,51712.62,181.099,285.5489
TXN0000989,INVCBPLJ,Investor_0144,HUF,Ahmedabad,Gujarat,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,28-Oct-2024,1904.12,9.0475,210.4574
TXN0000990,INV9SKDG,Investor_0127,Individual,Jaipur,Rajasthan,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,22-Dec-2024,1835.86,20.959,87.5928
TXN0000991,INVYWD14,Investor_0111,Corporate,Pune,Maharashtra,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,Redemption,19-Sep-2022,962.65,3.4898,275.8475
TXN0000992,INVIGATJ,Investor_0128,Corporate,Jaipur,Rajasthan,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Redemption,24-Jun-2023,47829.26,159.366,300.1221
TXN0000993,INV3RZSJ,Investor_0157,Individual,Lucknow,Uttar Pradesh,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,04-Dec-2022,24678.88,136.9254,180.236
TXN0000994,INVPHR62,Investor_0081,HUF,Delhi,Delhi,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,01-Nov-2022,91064.44,1107.6459,82.2144
TXN0000995,INV1IBLJ,Investor_0014,Individual,Mumbai,Maharashtra,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,01-Dec-2022,497.02,2.9374,169.2021
TXN0000996,INV9K9XJ,Investor_0181,Corporate,Ahmedabad,Gujarat,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,10-Oct-2024,1099.04,9.7772,112.4079
TXN0000997,INVNHJ7X,Investor_0011,Corporate,Delhi,Delhi,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Redemption,19-Aug-2022,99155.19,1147.5578,86.4054
TXN0000998,INVX4W6X,Investor_0185,Individual,Chennai,Tamil Nadu,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,05-Aug-2023,22967.89,74.4608,308.4562
TXN0000999,INVCGVYI,Investor_0047,Corporate,Chennai,Tamil Nadu,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-Out,11-Mar-2023,10126.49,35.7318,283.4029
TXN0001000,INV83TQL,Investor_0150,HUF,Delhi,Delhi,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,07-Jun-2022,1966.57,13.326,147.5744
TXN0001001,INV5OWF7,Investor_0064,Individual,Mumbai,Maharashtra,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,07-Sep-2022,22629.81,167.9876,134.7112
TXN0001002,INVWAOUA,Investor_0101,HUF,Ahmedabad,Gujarat,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,11-Nov-2022,1067.4,11.3737,93.8483
TXN0001003,INVT3W5U,Investor_0008,Corporate,Hyderabad,Telangana,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,06-Jul-2023,99081.11,445.3686,222.4699
TXN0001004,INV1W1HT,Investor_0153,Individual,Hyderabad,Telangana,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,16-Jul-2024,515.62,3.0155,170.9917
TXN0001005,INVAIR4C,Investor_0084,HUF,Lucknow,Uttar Pradesh,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,03-Aug-2023,5363.28,19.1919,279.4556
TXN0001006,INV31YIH,Investor_0083,Individual,Chennai,Tamil Nadu,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,07-Jun-2023,45925.51,240.6176,190.8651
TXN0001007,INVVS4F8,Investor_0046,Individual,Bengaluru,Karnataka,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,03-Mar-2023,904.1,3.812,237.1715
TXN0001008,INVHOCN9,Investor_0042,Corporate,Hyderabad,Telangana,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,12-Nov-2022,10294.34,51.3519,200.4666
TXN0001009,INV9XPSE,Investor_0031,HUF,Chennai,Tamil Nadu,Moderate,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-In,28-Sep-2023,52358.89,230.1281,227.5206
TXN0001010,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,23-Jan-2024,25827.6,115.1188,224.3561
TXN0001011,INVOCWBF,Investor_0132,Corporate,Pune,Maharashtra,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,02-Sep-2024,107708.26,565.1873,190.5709
TXN0001012,INV2IAGL,Investor_0069,Individual,Mumbai,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,15-May-2024,45902.22,204.474,224.4893
TXN0001013,INVOTOHP,Investor_0095,HUF,Kolkata,West Bengal,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,10-Jul-2022,51306.86,176.1143,291.327
TXN0001014,INVNHJ7X,Investor_0011,Corporate,Delhi,Delhi,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,14-Nov-2022,103528.8,517.9045,199.8994
TXN0001015,INV9SKDG,Investor_0127,Individual,Jaipur,Rajasthan,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,14-Jun-2024,958.14,7.8968,121.3333
TXN0001016,INVAZYTJ,Investor_0021,Individual,Delhi,Delhi,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Redemption,08-Sep-2023,2193.67,23.5942,92.975
TXN0001017,INV5OWF7,Investor_0064,Individual,Mumbai,Maharashtra,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-In,06-Jun-2022,10137.07,54.2688,186.7937
TXN0001018,INVVG0FN,Investor_0012,Individual,Hyderabad,Telangana,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,09-Aug-2024,49130.19,367.8403,133.5639
