transaction_id,investor_id,investor_name,investor_type,city,state,risk_profile,scheme_code,scheme_name,amc_code,transaction_type,transaction_date,amount_inr,units,nav_at_transaction
TXN0001138,INVXTOGN,Investor_0152,Individual,Lucknow,Uttar Pradesh,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Redemption,2023-05-04,4607.84,50.7248,90.84
TXN0001139,INVBI4Q2,Investor_0088,Individual,Kolkata,West Bengal,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2024-06-17,5443.55,36.7101,148.2848
TXN0001140,INVOF8KR,Investor_0196,Corporate,Chennai,Tamil Nadu,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,2022-05-05,917.11,4.5224,202.7949
TXN0001141,INVZBIKC,Investor_0009,HUF,Delhi,Delhi,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2022-05-07,1056.53,5.0376,209.7291
TXN0001142,INV3D8W3,Investor_0114,HUF,Bengaluru,Karnataka,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2022-04-25,45657.9,219.2957,208.2024
TXN0001143,INVCBPLJ,Investor_0144,HUF,Ahmedabad,Gujarat,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2024-04-21,49016.83,270.7707,181.0271
TXN0001144,INVTPAC5,Investor_0060,Corporate,Ahmedabad,Gujarat,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,2024-08-08,495.34,2.7419,180.6584
TXN0001145,INVY8OZC,Investor_0110,Individual,Kolkata,West Bengal,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,2022-02-23,967.92,4.9398,195.9435
TXN0001146,INVJ43D5,Investor_0117,Corporate,Delhi,Delhi,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2022-01-26,4608.01,28.2482,163.1257
TXN0001147,INV1W1HT,Investor_0153,Individual,Hyderabad,Telangana,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,2022-09-16,5404.37,32.6714,165.4161
TXN0001148,INVI1B0Z,Investor_0164,HUF,Chennai,Tamil Nadu,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Redemption,2024-06-29,24605.04,160.756,153.0583
TXN0001149,INVE6IVW,Investor_0048,HUF,Mumbai,Maharashtra,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,2023-10-01,456.05,1.6907,269.7474
TXN0001150,INV83TQL,Investor_0150,HUF,Delhi,Delhi,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,2022-10-26,24055.94,81.5815,294.8699
TXN0001151,INVM5IGQ,Investor_0038,Individual,Mumbai,Maharashtra,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Redemption,2022-01-17,23955.32,179.5696,133.4041
TXN0001152,INVUK9E1,Investor_0133,Individual,Kolkata,West Bengal,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,2022-04-22,473.74,1.988,238.299
TXN0001153,INV38DAL,Investor_0109,Corporate,Pune,Maharashtra,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2023-02-17,5140.55,63.2611,81.2593
TXN0001154,INVH9SDB,Investor_0018,HUF,Bengaluru,Karnataka,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2024-08-15,103895.63,1478.4994,70.271
TXN0001155,INV7PZE9,Investor_0154,HUF,Kolkata,West Bengal,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,2024-05-07,25580.52,396.5585,64.5063
TXN0001156,INVOWGZR,Investor_0085,HUF,Lucknow,Uttar Pradesh,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,2022-03-28,107522.11,316.3036,339.9333
TXN0001157,INV9SKDG,Investor_0127,Individual,Jaipur,Rajasthan,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2024-08-13,5193.22,26.2433,197.8878
TXN0001158,INV2O7S3,Investor_0160,Corporate,Lucknow,Uttar Pradesh,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,2023-11-10,104691.72,391.2084,267.6111
TXN0001159,INVE8F84,Investor_0190,Corporate,Mumbai,Maharashtra,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2022-01-14,46842.45,174.6062,268.2748
TXN0001160,INVCKJLT,Investor_0093,HUF,Jaipur,Rajasthan,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,2022-08-24,22650.09,116.2741,194.7991
TXN0001161,INV0Y9DO,Investor_0037,HUF,Delhi,Delhi,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-In,2024-01-08,5131.33,18.11,283.342
TXN0001162,INVVG0FN,Investor_0012,Individual,Hyderabad,Telangana,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Lumpsum,2023-03-25,4784.1,29.5768,161.752
TXN0001163,INV4I3QK,Investor_0068,HUF,Mumbai,Maharashtra,Aggressive,122639,SBI Small Cap Fund - Direct Growth,SBI,Redemption,2022-02-14,4678.54,14.1463,330.7248
TXN0001164,INVVS4F8,Investor_0046,Individual,Bengaluru,Karnataka,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,SIP,2022-10-09,533.14,2.2934,232.4677
TXN0001165,INV8P0TV,Investor_0098,HUF,Jaipur,Rajasthan,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Redemption,2023-05-07,4805.07,31.6001,152.0588
TXN0001166,INVOTOHP,Investor_0095,HUF,Kolkata,West Bengal,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2022-05-14,53783.88,644.089,83.5038
TXN0001167,INV9XPSE,Investor_0031,HUF,Chennai,Tamil Nadu,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Lumpsum,2024-02-14,4691.68,11.1303,421.5243
TXN0001168,INVYFPMV,Investor_0178,Individual,Hyderabad,Telangana,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Redemption,2023-05-16,54769.82,917.8633,59.671
TXN0001170,INVPKI7P,Investor_0039,Corporate,Bengaluru,Karnataka,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2023-07-28,512.95,8.5066,60.3002
TXN0001171,INVCWI64,Investor_0033,Individual,Bengaluru,Karnataka,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,2022-06-16,94184.75,532.4241,176.898
TXN0001172,INVDZR1Y,Investor_0121,HUF,Delhi,Delhi,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2024-11-08,2003.45,8.9286,224.3849
TXN0001173,INV6VZ41,Investor_0096,Corporate,Delhi,Delhi,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-Out,2024-02-05,93579.97,1152.0938,81.226
TXN0001174,INVP49KW,Investor_0135,Corporate,Chennai,Tamil Nadu,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2024-04-01,95366.71,1234.6468,77.2421
TXN0001175,INVI1B0Z,Investor_0164,HUF,Chennai,Tamil Nadu,Conservative,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2023-02-20,4719.53,20.7302,227.6642
TXN0001176,INV3TRP0,Investor_0116,Corporate,Delhi,Delhi,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,2024-02-12,4806.0,32.0399,150.0007
TXN0001177,INVQX6GV,Investor_0147,HUF,Pune,Maharashtra,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Redemption,2022-10-03,10101.1,39.6027,255.0606
TXN0001178,INVYV37D,Investor_0193,Individual,Lucknow,Uttar Pradesh,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Redemption,2023-04-17,100376.41,641.976,156.3554
TXN0001179,INV83TQL,Investor_0150,HUF,Delhi,Delhi,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,2024-08-15,24630.51,215.8167,114.127
TXN0001180,INVYWD14,Investor_0111,Corporate,Pune,Maharashtra,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2024-02-23,96340.41,454.1214,212.1468
TXN0001181,INV30T9N,Investor_0007,Corporate,Chennai,Tamil Nadu,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,2022-06-05,4765.62,13.5457,351.8176
TXN0001182,INVW1SWJ,Investor_0092,Individual,Ahmedabad,Gujarat,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Redemption,2023-04-12,1057.17,4.428,238.7485
TXN0001183,INVLA753,Investor_0026,Individual,Hyderabad,Telangana,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,2023-02-15,22691.41,139.5739,162.5763
TXN0001184,INVIXA11,Investor_0086,Individual,Jaipur,Rajasthan,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Redemption,2023-07-17,9605.43,62.2814,154.2263
TXN0001185,INVPVS7H,Investor_0049,Corporate,Bengaluru,Karnataka,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,2023-09-06,9017.07,31.9035,282.6356
TXN0001186,INV0LVSN,Investor_0073,Individual,Delhi,Delhi,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,2022-01-25,53218.61,1054.4248,50.4717
TXN0001187,INVDZR1Y,Investor_0121,HUF,Delhi,Delhi,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,2023-03-06,47275.78,238.1917,198.4779
TXN0001188,INVXR2DH,Investor_0122,Individual,Pune,Maharashtra,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2024-08-02,104450.21,650.5426,160.5586
TXN0001189,INVBI4Q2,Investor_0088,Individual,Kolkata,West Bengal,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Redemption,2024-05-05,4928.79,29.5461,166.8169
TXN0001190,INVZW9XA,Investor_0054,Individual,Ahmedabad,Gujarat,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2022-09-20,487.47,5.975,81.5853
TXN0001191,INV6WKTA,Investor_0079,HUF,Lucknow,Uttar Pradesh,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,2024-05-08,24199.11,174.6042,138.5941
TXN0001193,INV9YJB1,Investor_0146,Corporate,Delhi,Delhi,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Lumpsum,2023-11-08,2190.9,17.2308,127.1499
TXN0001194,INV9YJB1,Investor_0146,Corporate,Delhi,Delhi,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-Out,2023-02-23,54801.72,169.8831,322.5848
TXN0001195,INVWAOUA,Investor_0101,HUF,Ahmedabad,Gujarat,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-Out,2022-08-11,46883.39,262.1546,178.8387
TXN0001196,INVOWGZR,Investor_0085,HUF,Lucknow,Uttar Pradesh,Aggressive,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Switch-In,2022-08-02,9186.48,29.4735,311.6866
TXN0001197,INV5PY6B,Investor_0173,Individual,Delhi,Delhi,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,2024-09-27,532.65,3.7792,140.9412
TXN0001198,INV30T9N,Investor_0007,Corporate,Chennai,Tamil Nadu,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Lumpsum,2024-03-01,1082.27,3.9763,272.1778
TXN0001199,INV0LVSN,Investor_0073,Individual,Delhi,Delhi,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,2022-05-24,10319.14,47.9329,215.283
TXN0001200,INVJ43D5,Investor_0117,Corporate,Delhi,Delhi,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2024-04-21,467.18,3.9265,118.9805
TXN0001201,INVWAOUA,Investor_0101,HUF,Ahmedabad,Gujarat,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,SIP,2024-09-06,2014.58,5.0672,397.5756
TXN0001202,INV0982N,Investor_0191,Individual,Bengaluru,Karnataka,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Switch-In,2023-02-26,4629.93,24.0481,192.5279
TXN0001203,INVKPUXQ,Investor_0080,Corporate,Bengaluru,Karnataka,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,2023-09-28,2041.48,6.7709,301.5067
TXN0001204,INVL8OS9,Investor_0151,Individual,Chennai,Tamil Nadu,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2022-01-16,95508.82,575.206,166.0428
TXN0001205,INV0Y9DO,Investor_0037,HUF,Delhi,Delhi,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,2023-05-21,51048.49,442.6486,115.3251
TXN0001206,INVP49KW,Investor_0135,Corporate,Chennai,Tamil Nadu,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-Out,2022-03-22,99204.09,1302.5149,76.1635
TXN0001207,INV3R30M,Investor_0189,Individual,Delhi,Delhi,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Redemption,2023-09-02,96935.64,419.6731,230.9789
TXN0001208,INVWAOUA,Investor_0101,HUF,Ahmedabad,Gujarat,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Lumpsum,2024-06-03,47491.35,218.4435,217.4079
TXN0001209,INVIQVNB,Investor_0118,Corporate,Delhi,Delhi,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2022-03-31,978.71,2.8802,339.8027
TXN0001210,INVEL624,Investor_0062,Corporate,Hyderabad,Telangana,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Redemption,2022-05-17,10333.31,24.0108,430.3612
TXN0001211,INVXPJ4H,Investor_0179,HUF,Kolkata,West Bengal,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-In,2022-09-06,54923.9,216.7108,253.4433
TXN0001212,INVOTOHP,Investor_0095,HUF,Kolkata,West Bengal,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,2022-12-04,24550.48,117.6701,208.6383
TXN0001213,INV5935A,Investor_0065,HUF,Jaipur,Rajasthan,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2022-05-30,496.22,2.5188,197.0027
TXN0001214,INVI1B0Z,Investor_0164,HUF,Chennai,Tamil Nadu,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2023-02-03,26229.79,338.1217,77.575
TXN0001215,INVXEQBN,Investor_0102,HUF,Hyderabad,Telangana,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,2022-10-07,9229.37,44.2934,208.3689
TXN0001216,INVAIR4C,Investor_0084,HUF,Lucknow,Uttar Pradesh,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2023-05-12,91364.74,675.2059,135.3139
TXN0001217,INVR6K2V,Investor_0183,Individual,Bengaluru,Karnataka,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,2022-11-27,106408.53,1418.0997,75.036
TXN0001218,INV9UZFK,Investor_0044,Individual,Pune,Maharashtra,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,2022-09-12,935.45,6.2565,149.5155
TXN0001219,INVXFGCA,Investor_0137,Individual,Chennai,Tamil Nadu,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2022-01-23,1034.28,3.1237,331.1065
TXN0001220,INV2KNFT,Investor_0174,HUF,Bengaluru,Karnataka,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Lumpsum,2023-03-20,97161.74,507.1157,191.5968
TXN0001221,INVR6K2V,Investor_0183,Individual,Bengaluru,Karnataka,Moderate,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,2022-04-08,4942.06,37.0102,133.5325
TXN0001222,INVQLGZU,Investor_0163,HUF,Bengaluru,Karnataka,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,2024-06-28,51903.47,231.3678,224.3332
TXN0001223,INV1IBLJ,Investor_0014,Individual,Mumbai,Maharashtra,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,SIP,2023-02-18,527.24,1.755,300.4137
TXN0001224,INV5OWF7,Investor_0064,Individual,Mumbai,Maharashtra,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2024-05-13,4591.39,50.9547,90.1073
TXN0001225,INVT3W5U,Investor_0008,Corporate,Hyderabad,Telangana,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2022-05-10,5179.96,40.4344,128.1079
TXN0001226,INVZHWJR,Investor_0057,HUF,Jaipur,Rajasthan,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,2024-11-15,1817.61,11.0324,164.7524
TXN0001227,INVRC11E,Investor_0028,Corporate,Bengaluru,Karnataka,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Redemption,2024-03-20,5124.67,66.8485,76.661
TXN0001228,INVY8OZC,Investor_0110,Individual,Kolkata,West Bengal,Aggressive,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,2023-10-25,4605.89,23.0196,200.086
TXN0001229,INV8UT0C,Investor_0045,Corporate,Mumbai,Maharashtra,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-In,2023-03-12,22559.91,156.9986,143.695
TXN0001230,INVIQVNB,Investor_0118,Corporate,Delhi,Delhi,Aggressive,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2024-01-26,10299.89,40.3245,255.4248
TXN0001231,INVVG0FN,Investor_0012,Individual,Hyderabad,Telangana,Conservative,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,Lumpsum,2024-10-20,48015.34,193.0587,248.7085
TXN0001232,INVLC58D,Investor_0027,Individual,Pune,Maharashtra,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Switch-Out,2022-07-14,1900.78,12.5307,151.6898
TXN0001234,INV5BCW7,Investor_0171,Corporate,Lucknow,Uttar Pradesh,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,2024-07-08,22588.24,270.6472,83.4601
TXN0001235,INV8P0TV,Investor_0098,HUF,Jaipur,Rajasthan,Conservative,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,2022-09-12,473.26,2.7504,172.0705
TXN0001237,INVGDPPQ,Investor_0036,HUF,Bengaluru,Karnataka,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,2024-02-09,9404.02,132.6949,70.8695
TXN0001238,INV55NF4,Investor_0053,Individual,Delhi,Delhi,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,Lumpsum,2023-11-05,104785.11,654.9556,159.9881
TXN0001239,INV7UR23,Investor_0035,HUF,Chennai,Tamil Nadu,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Redemption,2024-04-29,502.09,1.5821,317.3634
TXN0001240,INVRBSV5,Investor_0166,HUF,Pune,Maharashtra,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,SIP,2023-11-10,5346.93,23.7308,225.3156
TXN0001241,INVBI4Q2,Investor_0088,Individual,Kolkata,West Bengal,Conservative,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,2023-05-24,540.66,2.5183,214.6928
TXN0001242,INVWI6FQ,Investor_0176,HUF,Delhi,Delhi,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2023-01-11,50214.72,211.2196,237.737
TXN0001243,INV3D8W3,Investor_0114,HUF,Bengaluru,Karnataka,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,2023-01-30,91399.7,527.2702,173.3451
TXN0001244,INV1IBLJ,Investor_0014,Individual,Mumbai,Maharashtra,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Lumpsum,2023-02-23,1836.7,4.2825,428.8818
TXN0001245,INV6T4UF,Investor_0061,Corporate,Jaipur,Rajasthan,Moderate,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,SIP,2023-09-30,52249.89,283.1477,184.5323
TXN0001246,INVJ2QP8,Investor_0043,Individual,Lucknow,Uttar Pradesh,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Lumpsum,2023-05-25,46764.36,181.4715,257.6953
TXN0001247,INVKEP7Y,Investor_0078,Corporate,Pune,Maharashtra,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-Out,2023-02-17,109354.52,503.2273,217.3064
TXN0001248,INV58KXO,Investor_0070,HUF,Ahmedabad,Gujarat,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,2022-12-10,24491.22,222.5394,110.0534
TXN0001249,INVDZR1Y,Investor_0121,HUF,Delhi,Delhi,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Switch-In,2024-09-14,52603.24,482.9246,108.9264
TXN0001250,INVMDD4V,Investor_0006,Corporate,Kolkata,West Bengal,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,2023-09-07,1051.77,3.0135,349.0157
TXN0001251,INV1W1HT,Investor_0153,Individual,Hyderabad,Telangana,Aggressive,120716,Canara Robeco Bluechip Equity Fund - Direct Growth,CANARA,Lumpsum,2024-08-07,1902.92,13.3565,142.4716
TXN0001252,INV6WKTA,Investor_0079,HUF,Lucknow,Uttar Pradesh,Aggressive,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Redemption,2024-09-11,50621.42,610.3606,82.9369
TXN0001253,INVDW2PC,Investor_0019,Individual,Lucknow,Uttar Pradesh,Moderate,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Lumpsum,2023-01-24,93914.31,1220.6921,76.9353
TXN0001254,INVY6DPB,Investor_0002,HUF,Pune,Maharashtra,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,2024-05-01,24957.27,183.1904,136.2368
TXN0001255,INVXEQBN,Investor_0102,HUF,Hyderabad,Telangana,Aggressive,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Switch-In,2022-05-26,96156.22,1230.557,78.1404
TXN0001256,INV9MX2X,Investor_0105,Individual,Ahmedabad,Gujarat,Aggressive,119551,Axis Bluechip Fund - Direct Growth,AXIS,SIP,2022-11-29,54321.3,257.5845,210.8873
TXN0001257,INVZIOYK,Investor_0050,Individual,Kolkata,West Bengal,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2024-09-27,25048.04,73.2428,341.9863
TXN0001258,INVQLGZU,Investor_0163,HUF,Bengaluru,Karnataka,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,SIP,2023-05-21,54265.19,900.7044,60.2475
TXN0001259,INV6HID2,Investor_0063,Individual,Lucknow,Uttar Pradesh,Moderate,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,SIP,2022-02-27,25654.76,302.288,84.8686
TXN0001260,INVXPJ4H,Investor_0179,HUF,Kolkata,West Bengal,Conservative,122639,SBI Small Cap Fund - Direct Growth,SBI,Redemption,2022-10-29,108885.3,312.4983,348.4348
TXN0001261,INV0L725,Investor_0066,HUF,Chennai,Tamil Nadu,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2022-07-09,1804.93,8.2801,217.9853
TXN0001262,INV3NX39,Investor_0165,HUF,Chennai,Tamil Nadu,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,2023-01-22,1003.71,3.3971,295.4594
TXN0001263,INV38DAL,Investor_0109,Corporate,Pune,Maharashtra,Moderate,122639,SBI Small Cap Fund - Direct Growth,SBI,Switch-In,2024-10-22,10383.67,26.9423,385.4037
TXN0001264,INVXFGCA,Investor_0137,Individual,Chennai,Tamil Nadu,Moderate,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-Out,2022-07-02,10467.87,36.6744,285.427
TXN0001265,INVRC11E,Investor_0028,Corporate,Bengaluru,Karnataka,Moderate,135781,Parag Parikh Flexi Cap Fund - Direct Growth,PPFAS,Redemption,2023-03-06,1907.61,10.0727,189.3841
TXN0001266,INV2ATQY,Investor_0192,Corporate,Bengaluru,Karnataka,Aggressive,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Redemption,2024-10-04,548.7,1.7342,316.3953
TXN0001267,INVXAJI0,Investor_0001,HUF,Delhi,Delhi,Moderate,120503,Mirae Asset Large Cap Fund - Direct Growth,MIRAE,SIP,2023-08-14,50249.62,337.8866,148.7174
TXN0001268,INV8T63J,Investor_0188,HUF,Lucknow,Uttar Pradesh,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Lumpsum,2022-10-03,1949.86,10.2444,190.3349
TXN0001269,INVL1CQ9,Investor_0051,Individual,Jaipur,Rajasthan,Conservative,120594,DSP Top 100 Equity Fund - Direct Growth,DSP,Lumpsum,2023-03-12,990.13,8.0141,123.5487
TXN0001270,INVE6IVW,Investor_0048,HUF,Mumbai,Maharashtra,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,SIP,2023-01-28,2123.67,9.9636,213.1432
TXN0001271,INV3J2D5,Investor_0067,Corporate,Ahmedabad,Gujarat,Conservative,120465,Nippon India Large Cap Fund - Direct Growth,NIPPON,Switch-In,2022-12-07,1073.67,3.5622,301.4077
TXN0001272,INVAZYTJ,Investor_0021,Individual,Delhi,Delhi,Aggressive,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,SIP,2022-05-12,46246.82,193.6109,238.8647
TXN0001273,INVBI4Q2,Investor_0088,Individual,Kolkata,West Bengal,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Switch-Out,2022-07-26,4977.9,43.2703,115.0419
TXN0001274,INVHSAHX,Investor_0003,Corporate,Jaipur,Rajasthan,Conservative,119551,Axis Bluechip Fund - Direct Growth,AXIS,Redemption,2022-03-27,516.53,3.5153,146.9362
TXN0001275,INV1T2TA,Investor_0025,Individual,Hyderabad,Telangana,Moderate,125497,HDFC Mid-Cap Opportunities Fund - Direct Growth,HDFC,Switch-Out,2024-12-01,487.57,2.2094,220.677
TXN0001276,INVHC36K,Investor_0195,HUF,Delhi,Delhi,Conservative,118989,ICICI Prudential Technology Fund - Direct Growth,ICICI,Switch-In,2024-05-29,105138.23,490.6669,214.2762
TXN0001277,INVDPG8S,Investor_0087,Corporate,Pune,Maharashtra,Conservative,119598,Kotak Bluechip Fund - Direct Growth,KOTAK,Redemption,2024-01-10,26584.24,331.17,80.2737
